name,num_fights,wins,W_KO,W_SUB,W_DEC,losses,L_KO,L_SUB,L_DEC,average_head_hits_to_ko,average_head_hits_to_chin,average_takedowns_to_sub,average_takedowns_to_subed,average_takedowns,average_knockdowns,average_knocked_down,average_taken_down
Zelim Imadaev,3,0,0,0,0,3,1,1,1,0,10.0,0,1.0,0,0,0.33,2.67
Cole Smith,3,1,0,0,1,2,0,0,2,0,0,0,0,5.0,0.0,1.0,3.0
Ricardo Lamas,17,11,4,3,4,6,3,0,3,25.75,13.67,7.0,0,1.91,0.18,0.67,3.0
Austin Springer,1,0,0,0,0,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0
Hannah Cifers,7,2,0,0,2,5,2,3,0,0,51.5,0,0.33,0.5,1.0,0.2,1.2
Inoue Mizuki,2,1,0,0,1,1,0,0,1,0,0,0,0,0.0,0.0,1.0,2.0
Daniel Cormier,14,11,3,4,4,3,1,0,2,22.0,86.0,5.75,0,2.09,0.18,1.67,2.67
John Dodson,17,10,6,0,4,7,0,0,7,17.67,0,0,0,1.1,1.1,0.0,2.29
Frankie Saenz,10,5,0,0,5,5,3,0,2,0,30.0,0,0,3.0,0.4,1.0,4.6
Rogerio Nogueira,13,6,4,0,2,7,3,0,4,21.75,31.0,0,0,0.17,0.67,0.29,3.29
Fabricio Werdum,18,12,4,4,4,6,3,0,3,22.5,17.33,4.0,0,1.33,0.33,0.83,1.83
Peter Sobotta,10,4,1,1,2,6,2,0,4,40.0,25.0,12.0,0,3.0,1.0,0.5,0.33
Raphael Pessoa,3,1,0,0,1,2,1,1,0,0,15.0,0,0.0,0.0,1.0,0.0,0.0
Nad Narimani,4,2,0,0,2,2,1,0,1,0,32.0,0,0,3.5,0.0,0.5,1.5
Joe Duffy,8,4,1,2,1,4,1,1,2,11.0,27.0,2.0,0.0,1.0,0.5,0.5,2.25
Brett Johns,7,5,0,2,3,2,0,0,2,0,0,14.5,0,5.8,0.0,2.0,5.0
Davi Ramos,7,4,0,3,1,3,0,0,3,0,0,3.33,0,2.5,0.0,0.33,0.33
Chris Fishgold,4,1,0,1,0,3,1,1,1,0,23.0,6.0,1.0,6.0,0.0,0.33,1.67
Paige VanZant,9,5,2,2,1,4,0,3,1,34.5,0,4.0,3.33,1.6,0.2,0.0,5.25
Danny Henry,4,2,0,1,1,2,0,2,0,0,0,1.0,1.0,0.5,1.0,0.5,1.0
Roman Bogatov,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,1.0
Lyman Good,6,3,3,0,0,3,0,1,2,34.33,0,0,2.0,0.33,1.0,0.0,1.67
Brianna Van Buren,2,1,0,0,1,1,0,0,1,0,0,0,0,5.0,0.0,0.0,2.0
Oskar Piechota,5,2,1,0,1,3,1,2,0,13.0,20.0,0,3.0,1.0,1.5,1.0,2.67
Max Rohskopf,1,0,0,0,0,1,1,0,0,0,28.0,0,0,0,0,0.0,0.0
Mark De La Rosa,7,2,0,1,1,5,1,1,3,0,33.0,3.0,1.0,1.5,0.0,0.4,1.2
Anthony Rocco Martin,15,9,1,3,5,6,0,2,4,33.0,0,3.0,1.5,1.0,0.22,0.0,2.5
Charles Byrd,4,1,0,1,0,3,3,0,0,0,16.67,2.0,0,2.0,0.0,0.67,1.0
Jussier Formiga,16,9,0,3,6,7,4,0,3,0,18.0,7.33,0,2.44,0.22,0.86,0.57
Evan Dunham,21,11,2,1,8,10,4,2,4,39.0,12.0,28.0,1.0,2.55,0.18,0.8,1.5
Klidson Abreu,3,1,0,0,1,2,0,0,2,0,0,0,0,2.0,0.0,1.5,0.5
Ray Borg,12,7,0,2,5,5,0,1,4,0,0,22.5,8.0,6.43,0.0,0.0,4.8
Aleksei Kunchenko,4,2,0,0,2,2,0,0,2,0,0,0,0,0.5,0.0,0.0,2.5
Enrique Barzola,10,6,0,0,6,4,0,0,4,0,0,0,0,7.0,0.0,0.0,1.75
Veronica Macedo,5,1,0,1,0,4,1,1,2,0,41.0,2.0,2.0,2.0,0.0,0.0,2.0
Yoel Romero,13,9,7,0,2,4,0,0,4,20.0,0,0,0,2.33,1.11,0.25,1.75
Saparbeg Safarov,4,1,0,0,1,3,1,2,0,0,49.0,0,1.0,5.0,0.0,0.33,0.67
Gabriel Silva,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0.0,4.0
Ismail Naurdiev,4,2,0,0,2,2,0,0,2,0,0,0,0,2.5,0.0,0.0,4.5
Ben Sosoli,1,0,0,0,0,1,1,0,0,0,15.0,0,0,0,0,1.0,0.0
Magomed Mustafaev,5,3,3,0,0,2,0,1,1,11.0,0,0,7.0,2.67,0.67,0.5,5.0
Emil Meek,4,1,0,0,1,3,0,0,3,0,0,0,0,1.0,0.0,0.33,7.0
Callan Potter,3,1,0,0,1,2,2,0,0,0,9.0,0,0,4.0,0.0,1.0,0.0
Corey Anderson,15,10,3,0,7,5,4,0,1,35.0,17.5,0,0,5.3,0.1,1.0,0.4
Juan Adams,4,1,1,0,0,3,2,0,1,74.0,20.0,0,0,2.0,0.0,0.33,1.0
Darko Stosic,4,1,1,0,0,3,0,0,3,8.0,0,0,0,11.0,0.0,0.0,0.67
Pingyuan Liu,4,2,0,0,2,2,1,0,1,0,22.0,0,0,0.5,0.5,1.0,3.5
Suman Mokhtarian,2,0,0,0,0,2,1,0,1,0,18.0,0,0,0,0,0.5,0.0
Dong Hyun Ma,8,3,1,0,2,5,4,0,1,8.0,46.5,0,0,2.33,0.33,1.2,1.2
Urijah Faber,18,11,1,6,4,7,2,0,5,9.0,26.5,4.33,0,2.36,0.45,0.71,2.71
Ben Saunders,19,9,3,3,3,10,7,1,2,17.0,27.71,0.67,2.0,0.22,0.33,1.0,1.6
Daniel Teymur,5,1,0,0,1,4,1,2,1,0,17.0,0,2.5,2.0,0.0,0.25,2.0
Thiago Alves,27,15,8,1,6,12,3,3,6,13.88,41.33,14.0,0.67,0.93,0.87,0.58,3.75
Trevor Smith,12,5,0,0,5,7,3,0,4,0,24.33,0,0,3.2,0.4,0.57,0.86
Sergio Moraes,14,8,1,3,4,6,3,0,3,17.0,41.0,4.67,0,1.75,0.12,1.67,0.17
Renan Barao,17,9,2,3,4,8,3,0,5,14.5,69.67,8.0,0,2.67,0.44,0.5,0.38
Isabela de Padua,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1.0,0.0
Zabit Magomedsharipov,6,6,0,3,3,0,0,0,0,0,0,9.0,0,4.5,0.0,0,0
Rustam Khabilov,13,10,2,0,8,3,0,1,2,7.0,0,0,1.0,4.5,0.1,0.67,2.33
Grigory Popov,2,0,0,0,0,2,1,0,1,0,48.0,0,0,0,0,1.0,3.0
Chance Rencountre,4,2,0,1,1,2,1,0,1,0,52.0,4.0,0,2.0,0.0,0.5,2.5
Ben Askren,3,1,0,1,0,2,1,1,0,0,3.0,5.0,0.0,5.0,0.0,0.5,0.5
Stevie Ray,11,7,2,0,5,4,2,0,2,21.5,9.0,0,0,0.86,0.14,0.5,3.0
Alex White,10,4,2,0,2,6,1,1,4,29.0,36.0,0,1.0,1.75,1.0,0.33,1.83
Aleksandra Albu,4,2,0,1,1,2,0,1,1,0,0,6.0,1.0,3.0,0.0,0.0,2.0
Joe Lauzon,27,15,6,7,2,12,5,1,6,18.17,34.0,4.86,3.0,2.27,0.2,0.5,1.58
Manny Bermudez,5,3,0,3,0,2,0,1,1,0,0,2.0,0.0,2.0,0.33,0.0,1.5
Kyle Bochniak,7,2,0,0,2,5,0,0,5,0,0,0,0,4.0,0.5,0.0,3.2
Boston Salmon,2,0,0,0,0,2,2,0,0,0,13.0,0,0,0,0,1.5,0.0
Daniel Spitz,4,1,1,0,0,3,1,0,2,5.0,19.0,0,0,2.0,0.0,0.33,0.0
James Vick,14,9,2,3,4,5,4,0,1,20.5,14.75,0.67,0,0.22,0.44,1.4,3.2
Thomas Gifford,2,0,0,0,0,2,1,0,1,0,96.0,0,0,0,0,1.0,2.0
Hector Aldana,3,0,0,0,0,3,2,0,1,0,16.5,0,0,0,0,0.67,0.33
Lauren Mueller,4,1,0,0,1,3,0,1,2,0,0,0,0.0,3.0,0.0,0.0,1.33
Luke Jumeau,4,2,0,0,2,2,0,0,2,0,0,0,0,0.5,0.0,0.0,2.0
Rostem Akman,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0.5,0.5
Nadia Kassem,3,1,0,0,1,2,1,1,0,0,64.0,0,2.0,1.0,0.0,0.5,3.0
Danilo Belluardo,2,0,0,0,0,2,2,0,0,0,19.0,0,0,0,0,0.0,0.5
Siyar Bahadurzada,8,4,3,1,0,4,0,0,4,19.67,0,8.0,0,2.0,1.25,0.0,3.0
Nohelin Hernandez,2,0,0,0,0,2,0,2,0,0,0,0,2.5,0,0,0.0,2.5
Martin Bravo,4,1,1,0,0,3,2,0,1,40.0,18.0,0,0,5.0,1.0,0.67,0.33
Carlos Huachin,2,0,0,0,0,2,1,0,1,0,52.0,0,0,0,0,1.0,1.0
Marco Polo Reyes,8,4,3,0,1,4,4,0,0,42.0,21.25,0,0,0.0,1.25,0.5,2.0
Sergio Pettis,14,9,0,0,9,5,1,1,3,0,25.0,0,1.0,1.33,0.11,0.6,4.8
Marcos Mariano,2,0,0,0,0,2,0,1,1,0,0,0,1.0,0,0,0.0,2.5
Todd Duffee,5,3,3,0,0,2,2,0,0,8.67,14.5,0,0,0.33,1.33,1.0,0.5
Ryan MacDonald,2,0,0,0,0,2,1,0,1,0,27.0,0,0,0,0,0.5,0.0
Kyle Prepolec,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0.0,1.5
Mairbek Taisumov,9,7,5,0,2,2,0,0,2,13.6,0,0,0,1.0,0.57,0.5,1.5
Teemu Packalen,4,1,0,1,0,3,2,0,1,0,12.0,3.0,0,3.0,1.0,0.67,0.0
Nordine Taleb,12,7,2,0,5,5,2,2,1,6.5,30.5,0,1.5,2.29,0.29,0.6,1.2
Don Madge,2,2,1,0,1,0,0,0,0,14.0,0,0,0,1.5,1.0,0,0
Derrick Krantz,2,0,0,0,0,2,1,0,1,0,14.0,0,0,0,0,0.5,0.0
Andre Soukhamthath,7,2,1,0,1,5,0,0,5,16.0,0,0,0,4.0,3.0,0.0,1.4
Jodie Esquibel,4,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0.0,0.5
Liz Carmouche,10,5,1,0,4,5,0,1,4,45.0,0,0,1.0,5.0,0.0,0.2,1.6
Humberto Bandenay,4,1,1,0,0,3,1,0,2,3.0,7.0,0,0,6.0,1.0,0.33,1.0
Bobby Moffett,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0.0,2.0
Salim Touahri,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0.33,1.0
Cristiane Justino,7,6,4,0,2,1,1,0,0,32.5,12.0,0,0,0.5,0.33,2.0,2.0
Olivier Aubin-Mercier,12,7,1,4,2,5,0,0,5,9.0,0,5.75,0,3.29,0.29,0.4,2.0
Yoshinori Horie,1,0,0,0,0,1,1,0,0,0,42.0,0,0,0,0,1.0,0.0
Sarah Frota,2,0,0,0,0,2,1,0,1,0,24.0,0,0,0,0,0.0,3.0
Erik Koch,10,5,2,1,2,5,2,0,3,10.5,19.5,7.0,0,1.4,0.4,0.6,1.6
Kyle Stewart,2,0,0,0,0,2,0,1,1,0,0,0,2.0,0,0,0.0,3.0
Jin Soo Son,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0.0,0.0
Cezar Ferreira,15,9,0,3,6,6,3,0,3,0,8.0,9.33,0,3.11,0.22,1.17,0.67
Sheymon Moraes,5,2,0,0,2,3,1,1,1,0,16.0,0,11.0,0.0,1.0,0.67,4.0
Nicco Montano,2,1,0,0,1,1,0,0,1,0,0,0,0,6.0,0.0,0.0,4.0
Gilbert Melendez,7,1,0,0,1,6,0,1,5,0,0,0,0.0,3.0,0.0,1.0,1.0
Dan Moret,3,0,0,0,0,3,1,0,2,0,22.0,0,0,0,0,0.33,2.0
Junior Albini,5,1,1,0,0,4,2,1,1,11.0,16.0,0,0.0,3.0,1.0,0.75,0.0
Syuri Kondo,4,1,0,0,1,3,1,0,2,0,7.0,0,0,0.0,0.0,0.33,0.33
Allen Crowder,2,0,0,0,0,2,2,0,0,0,12.0,0,0,0,0,1.0,0.0
Eric Spicely,7,2,0,2,0,5,2,2,1,0,28.0,2.0,0.5,2.0,0.0,0.4,0.2
Jimi Manuwa,12,6,5,0,1,6,5,0,1,13.4,14.0,0,0,0.5,0.5,1.0,1.5
Sung Bin Jo,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,1.0
Tonya Evinger,3,0,0,0,0,3,2,0,1,0,40.5,0,0,0,0,0.33,0.33
Nick Hein,8,4,0,0,4,4,1,1,2,0,68.0,0,1.0,1.5,0.5,0.25,0.5
Duda Santana,1,0,0,0,0,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0
Desmond Green,7,4,1,0,3,3,0,0,3,17.0,0,0,0,2.5,0.25,0.0,2.0
Patrick Cummins,13,6,2,0,4,7,5,1,1,33.0,24.2,0,1.0,5.83,0.0,0.71,2.14
BJ Penn,27,12,7,4,1,15,4,1,10,32.14,47.0,6.5,0.0,2.17,0.58,0.07,2.27
Talita Bernardo,4,1,0,0,1,3,2,0,1,0,40.5,0,0,6.0,0.0,0.33,1.67
Elias Theodorou,11,8,2,0,6,3,0,0,3,40.5,0,0,0,1.62,0.0,0.33,6.67
Arjan Bhullar,4,3,0,0,3,1,0,1,0,0,0,0,0.0,2.0,0.33,0.0,0.0
Mitch Gagnon,8,4,0,3,1,4,0,2,2,0,0,2.0,2.5,1.5,0.75,0.25,3.0
Dmitrii Smoliakov,3,0,0,0,0,3,2,1,0,0,15.5,0,1.0,0,0,0.0,0.67
John Lineker,16,12,6,1,5,4,0,1,3,37.17,0,7.0,2.0,0.58,1.0,0.0,4.75
Jason Gonzalez,4,1,0,1,0,3,1,2,0,0,14.0,0.0,3.0,0.0,0.0,0.67,2.33
Marcelo Golm,4,1,0,1,0,3,1,0,2,0,17.0,1.0,0,1.0,0.0,0.33,0.33
Sultan Aliev,4,2,0,0,2,2,2,0,0,0,7.5,0,0,2.5,0.0,0.5,0.0
Keita Nakamura,11,4,0,2,2,7,0,0,7,0,0,9.0,0,4.5,1.0,0.14,1.86
Wilson Reis,13,7,0,2,5,6,2,1,3,0,21.5,25.5,1.0,7.29,0.0,1.0,1.67
Curtis Millender,5,3,1,0,2,2,0,1,1,31.0,0,0,1.0,0.33,0.67,0.0,4.0
David Branch,9,4,1,0,3,5,3,2,0,5.0,24.0,0,0.5,3.5,0.25,0.2,1.8
Jessica Aguilar,5,1,0,0,1,4,0,1,3,0,0,0,1.0,4.0,0.0,0.25,1.25
Ross Pearson,25,12,5,0,7,13,4,1,8,25.6,30.25,0,1.0,1.25,0.5,0.62,1.62
Justin Willis,5,4,1,0,3,1,0,0,1,21.0,0,0,0,1.0,0.5,0.0,7.0
Jesus Pinedo,2,1,0,0,1,1,0,0,1,0,0,0,0,5.0,0.0,0.0,0.0
Eric Shelton,6,2,0,0,2,4,0,0,4,0,0,0,0,8.5,0.0,0.0,3.5
Jordan Rinaldi,5,2,0,1,1,3,1,0,2,0,31.0,5.0,0,2.5,0.0,0.33,1.33
Tim Boetsch,24,12,7,0,5,12,4,5,3,19.71,25.0,0,1.0,1.75,0.58,0.17,1.83
Zak Ottow,8,4,1,0,3,4,3,0,1,18.0,18.33,0,0,1.25,0.5,0.5,1.5
Carlo Pedersoli Jr.,3,1,0,0,1,2,2,0,0,0,10.5,0,0,4.0,0.0,1.0,0.0
Cain Velasquez,15,12,10,0,2,3,2,1,0,38.0,6.0,0,1.0,2.83,0.83,0.33,1.0
Myles Jury,12,8,3,1,4,4,1,1,2,15.33,16.0,16.0,1.0,2.0,0.38,0.25,1.0
Austin Arnett,4,1,0,0,1,3,1,0,2,0,47.0,0,0,2.0,0.0,0.67,1.0
Teruto Ishihara,9,3,2,0,1,6,1,1,4,13.0,18.0,0,1.0,1.0,2.67,0.5,3.0
Wuliji Buren,3,0,0,0,0,3,1,0,2,0,24.0,0,0,0,0,0.67,0.67
David Teymur,6,5,2,0,3,1,0,1,0,12.5,0,0,1.0,0.8,0.6,0.0,4.0
Bibulatov Magomed,3,1,0,0,1,2,1,0,1,0,3.0,0,0,6.0,0.0,0.5,0.5
Dustin Ortiz,14,8,4,0,4,6,0,1,5,29.0,0,0,0.0,4.38,0.25,0.33,6.0
Dennis Bermudez,17,10,1,2,7,7,2,2,3,31.0,21.0,25.5,0.5,5.1,0.5,1.14,1.43
Te Edwards,2,0,0,0,0,2,1,0,1,0,14.0,0,0,0,0,1.0,2.5
Chad Mendes,14,9,6,0,3,5,4,0,1,13.0,20.5,0,0,3.0,0.89,1.0,0.0
Cat Zingano,7,3,2,0,1,4,1,1,2,27.0,2.0,0,0.0,4.33,0.0,0.0,2.0
Adam Milstead,3,1,1,0,0,2,1,0,1,52.0,25.0,0,0,0.0,0.0,1.0,5.0
Chris de la Rocha,4,1,1,0,0,3,3,0,0,36.0,46.67,0,0,4.0,0.0,0.33,0.67
Matthew Lopez,6,2,1,0,1,4,2,1,1,43.0,25.5,0,3.0,7.5,0.0,0.5,1.0
Chad Laprise,10,6,3,0,3,4,3,0,1,21.67,9.33,0,0,1.0,0.5,1.0,0.75
Mark Hunt,17,8,7,0,1,9,4,2,3,19.57,45.25,0,0.5,0.88,1.12,0.56,2.89
Yushin Okami,21,14,5,0,9,7,3,1,3,27.8,30.0,0,0.0,2.36,0.29,0.71,1.43
Ben Nguyen,7,4,1,2,1,3,1,1,1,18.0,75.0,0.5,2.0,0.25,0.75,0.33,4.67
Elias Garcia,2,0,0,0,0,2,0,1,1,0,0,0,2.0,0,0,0.5,1.0
Mizuto Hirota,7,1,0,0,1,6,0,0,6,0,0,0,0,9.0,0.0,0.5,2.67
Alex Gorgees,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,5.0
Justin Frazier,1,0,0,0,0,1,0,1,0,0,0,0,2.0,0,0,0.0,2.0
Bryan Caraway,10,6,0,4,2,4,1,0,3,0,24.0,4.75,0,3.17,0.0,0.25,1.25
Michel Batista,1,0,0,0,0,1,0,1,0,0,0,0,0.0,0,0,0.0,0.0
Darrell Horcher,4,1,0,0,1,3,1,1,1,0,73.0,0,0.0,1.0,0.0,0.0,3.0
Ricky Rainey,2,0,0,0,0,2,2,0,0,0,13.5,0,0,0,0,0.5,1.0
Rashad Coulter,4,1,0,0,1,3,3,0,0,0,39.67,0,0,0.0,1.0,0.67,1.0
Yuta Sasaki,9,4,0,4,0,5,1,3,1,0,24.0,3.25,1.0,3.25,0.0,0.4,2.0
Devin Powell,4,1,1,0,0,3,0,0,3,3.0,0,0,0,0.0,1.0,0.0,2.33
Amanda Cooper,6,2,1,0,1,4,0,3,1,34.0,0,0,1.33,2.5,0.0,0.5,1.25
John Gunther,2,1,0,0,1,1,0,1,0,0,0,0,1.0,8.0,0.0,0.0,1.0
Joseph Morales,3,1,0,1,0,2,1,0,1,0,25.0,1.0,0,1.0,1.0,0.5,5.0
Joby Sanchez,5,1,0,0,1,4,1,1,2,0,34.0,0,3.0,2.0,2.0,0.25,3.25
Jason Knight,9,4,1,1,2,5,1,0,4,46.0,37.0,10.0,0,2.5,0.75,0.0,3.6
Adam Wieczorek,3,2,0,1,1,1,0,0,1,0,0,1.0,0,0.5,0.0,0.0,7.0
Artem Lobov,7,2,0,0,2,5,0,0,5,0,0,0,0,1.5,0.0,0.4,2.4
Alex Garcia,10,5,2,1,2,5,1,0,4,11.0,67.0,29.0,0,5.8,0.6,0.4,1.4
Thibault Gouti,6,1,1,0,0,5,1,2,2,37.0,14.0,0,1.5,4.0,1.0,0.8,0.8
Gray Maynard,19,11,1,0,10,8,5,0,3,3.0,35.2,0,0,4.55,0.55,0.88,1.5
Ryan LaFlare,10,7,0,0,7,3,2,0,1,0,18.5,0,0,3.0,0.29,1.67,5.33
Luis Henrique,6,2,0,2,0,4,2,0,2,0,30.0,7.5,0,7.5,0.0,0.5,0.5
Thales Leites,21,13,2,5,6,8,1,0,7,8.0,25.0,7.4,0,2.85,0.31,0.38,1.12
Hector Lombard,10,3,2,0,1,7,3,0,4,16.5,56.33,0,0,5.0,2.33,0.29,0.86
Alex Chambers,5,1,0,1,0,4,0,3,1,0,0,7.0,1.67,7.0,0.0,0.0,1.75
Khalid Murtazaliev,1,1,1,0,0,0,0,0,0,33.0,0,0,0,5.0,0.0,0,0
CB Dollaway,19,10,2,2,6,9,5,2,2,10.0,18.4,19.5,0.0,3.9,0.3,0.67,1.0
Kajan Johnson,7,4,1,0,3,3,1,1,1,7.0,32.0,0,1.0,2.25,0.5,0.67,3.0
Adam Yandiev,1,0,0,0,0,1,0,1,0,0,0,0,3.0,0,0,0.0,3.0
Jordan Johnson,4,4,0,1,3,0,0,0,0,0,0,11.0,0,2.75,0.0,0,0
Terrion Ware,4,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0.0,4.0
Craig White,2,0,0,0,0,2,1,0,1,0,14.0,0,0,0,0,0.5,1.5
Robert Sanchez,3,1,0,1,0,2,0,1,1,0,0,5.0,0.0,5.0,0.0,0.5,1.0
Jarred Brooks,4,2,0,0,2,2,1,0,1,0,14.0,0,0,8.0,0.0,0.0,2.0
Jake Ellenberger,21,10,6,1,3,11,7,1,3,12.33,20.57,23.0,1.0,2.3,1.1,0.82,0.36
John Moraga,14,8,2,3,3,6,2,1,3,7.5,17.0,2.33,12.0,0.88,0.25,0.67,6.0
Tim Williams,2,0,0,0,0,2,2,0,0,0,21.5,0,0,0,0,1.5,0.0
Iuri Alcantara,17,10,3,2,5,7,1,1,5,11.0,65.0,8.5,0.0,1.7,0.4,0.0,3.86
George Sullivan,7,3,1,0,2,4,1,3,0,32.0,5.0,0,1.67,2.0,0.0,0.5,4.0
Kalindra Faria,3,0,0,0,0,3,0,2,1,0,0,0,0.5,0,0,0.0,1.33
Jon Tuck,9,4,1,2,1,5,0,0,5,28.0,0,1.5,0,0.75,0.5,0.0,2.0
Demetrious Johnson,18,15,2,5,8,3,0,0,3,7.5,0,14.8,0,4.93,0.2,0.33,10.67
Jose Torres,2,1,1,0,0,1,1,0,0,14.0,67.0,0,0,1.0,0.0,1.0,2.0
Danielle Taylor,5,2,0,0,2,3,0,0,3,0,0,0,0,0.5,0.0,0.0,1.0
Eddie Alvarez,7,4,2,0,2,3,2,0,1,73.5,34.0,0,0,3.0,0.25,1.67,0.0
Jordan Mein,9,5,2,0,3,4,2,0,2,17.0,20.0,0,0,2.8,0.6,0.25,1.5
Alvaro Herrera Mendoza,4,1,1,0,0,3,1,2,0,4.0,3.0,0,2.0,0.0,1.0,0.33,1.33
Vitor Miranda,7,3,3,0,0,4,0,0,4,32.0,0,0,0,1.67,0.0,0.0,3.5
Jeremy Kimball,4,1,1,0,0,3,2,1,0,13.0,7.0,0,1.0,1.0,1.0,0.0,0.33
Damian Stasiak,6,2,0,2,0,4,1,0,3,0,55.0,6.5,0,6.5,0.0,0.25,2.25
Sage Northcutt,8,6,2,1,3,2,0,2,0,18.5,0,9.0,1.5,1.5,0.33,1.0,7.0
Justin Scoggins,9,4,1,0,3,5,0,3,2,22.0,0,0,0.67,5.75,0.25,0.0,1.4
Gokhan Saki,2,1,1,0,0,1,1,0,0,35.0,9.0,0,0,0.0,2.0,1.0,0.0
Jamie Moyle,3,1,0,0,1,2,0,0,2,0,0,0,0,3.0,0.0,0.0,0.5
Joe Giannetti,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,0.0
Jay Cucciniello,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,2.0
Barb Honchak,2,0,0,0,0,2,1,0,1,0,50.0,0,0,0,0,0.0,1.5
Richie Smullen,1,0,0,0,0,1,0,1,0,0,0,0,1.0,0,0,1.0,1.0
Allan Zuniga,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,8.0
Tyler Diamond,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,3.0
Matt Bessette,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0.0,3.5
Daichi Abe,3,1,0,0,1,2,0,0,2,0,0,0,0,1.0,1.0,0.0,0.5
Felipe Arantes,12,5,1,2,2,7,1,0,6,26.0,26.0,4.5,0,1.8,0.2,0.71,3.43
Rolando Dy,4,1,0,0,1,3,2,0,1,0,56.0,0,0,1.0,1.0,0.67,2.33
Shinsho Anzai,4,2,1,0,1,2,1,1,0,9.0,30.0,0,1.0,2.0,0.0,0.5,0.5
Viviane Pereira,4,2,0,0,2,2,0,0,2,0,0,0,0,0.5,0.0,0.0,2.5
Naoki Inoue,2,1,0,0,1,1,0,0,1,0,0,0,0,0.0,0.0,0.0,2.0
Jenel Lausa,4,1,0,0,1,3,0,1,2,0,0,0,5.0,2.0,2.0,0.0,4.33
Melinda Fabian,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0.0,0.0
CM Punk,1,0,0,0,0,1,0,1,0,0,0,0,1.0,0,0,0.0,2.0
Rashad Evans,23,14,6,0,8,9,3,0,6,23.67,8.67,0,0,3.79,0.29,0.67,1.56
Mike Santiago,3,0,0,0,0,3,1,1,1,0,25.0,0,1.0,0,0,0.0,1.67
Gleison Tibau,27,16,1,4,11,11,3,2,6,21.0,12.67,21.0,1.0,5.25,0.12,0.36,0.55
Mads Burnell,3,1,0,0,1,2,0,2,0,0,0,0,2.0,9.0,0.0,0.0,3.5
Daniel Kelly,10,6,1,1,4,4,3,0,1,30.0,11.67,12.0,0,2.0,0.0,0.75,1.0
Brad Scott,8,3,0,2,1,5,1,0,4,0,35.0,1.0,0,0.67,0.67,0.6,2.4
Diego Rivas,4,2,1,0,1,2,0,0,2,5.0,0,0,0,3.0,0.5,0.0,2.5
Henry Briones,5,1,0,1,0,4,1,1,2,0,57.0,0.0,1.0,0.0,1.0,0.75,2.5
Felipe Silva,3,1,1,0,0,2,1,1,0,6.0,1.0,0,2.0,1.0,2.0,0.5,1.0
Vitor Belfort,24,14,11,2,1,10,7,1,2,9.18,28.86,3.0,1.0,0.43,0.71,0.6,1.4
Lyoto Machida,24,16,7,1,8,8,3,2,3,9.14,11.67,14.0,1.0,0.88,0.88,0.38,2.5
Alberto Mina,4,3,2,0,1,1,0,0,1,21.0,0,0,0,1.67,1.0,0.0,4.0
James Bochnovic,2,0,0,0,0,2,1,1,0,0,34.0,0,1.0,0,0,0.0,3.0
Luan Chagas,4,1,0,1,0,3,1,1,1,0,20.0,1.0,0.0,1.0,4.0,0.67,0.33
Patrick Williams,4,1,0,1,0,3,2,0,1,0,16.0,5.0,0,5.0,1.0,1.33,0.0
Bec Rawlings,7,2,0,1,1,5,1,0,4,0,14.0,4.0,0,2.0,0.0,0.2,1.2
Tom Duquesnoy,3,2,1,0,1,1,0,0,1,16.0,0,0,0,0.5,1.0,0.0,8.0
Oliver Enkamp,2,0,0,0,0,2,1,0,1,0,2.0,0,0,0,0,0.5,1.0
Mark Godbeer,3,1,0,0,1,2,0,2,0,0,0,0,1.5,0.0,0.0,0.0,2.5
Dmitry Sosnovskiy,1,1,0,1,0,0,0,0,0,0,0,2.0,0,2.0,0.0,0,0
Mike Pyle,19,10,5,2,3,9,7,1,1,25.2,13.43,8.0,1.0,1.6,0.4,0.89,1.56
Russell Doane,8,3,1,1,1,5,0,3,2,13.0,0,11.0,2.33,3.67,0.67,0.0,3.4
Albert Morales,6,1,0,0,1,5,1,1,3,0,30.0,0,1.0,3.0,0.0,0.4,1.0
Brian Camozzi,3,0,0,0,0,3,2,1,0,0,30.5,0,0.0,0,0,0.67,0.67
Joshua Burkman,18,6,1,1,4,12,2,5,5,3.0,26.5,34.0,1.4,5.67,0.33,0.33,1.17
